osmid,name,coordinates,length
171879421,Rue de Rivoli,"[(2.3615537, 48.8551111), (2.3611386, 48.8552039), (2.3610226, 48.8552324), (2.3601809, 48.8554323), (2.3600815, 48.8554573)]",5
172644796,Rue de Charenton,"[(2.3858998, 48.8426521), (2.3859515, 48.8425982), (2.3864045, 48.842133), (2.386419, 48.8421183), (2.3864335, 48.8421035), (2.3865205, 48.8419926), (2.3865706, 48.8418787)]",7
172669788,Boulevard de Clichy,"[(2.3323044, 48.8839281), (2.3322406, 48.8839423), (2.3321914, 48.8839539), (2.3304286, 48.8843699), (2.3298918, 48.8844938), (2.3298226, 48.8845405), (2.3298022, 48.884553), (2.329653, 48.8846418)]",8
172813513,Rue Thomire,"[(2.3479294, 48.8203064), (2.3479346, 48.8202981), (2.3479483, 48.8202763)]",3
172849285,Boulevard Masséna,"[(2.3645219, 48.8201692), (2.3645059, 48.8201641), (2.3644753, 48.820137), (2.3644451, 48.820127), (2.3642018, 48.8200467), (2.3639264, 48.8199601), (2.3635147, 48.8198311), (2.3623502, 48.8194509), (2.3622734, 48.819429), (2.3622047, 48.8194126), (2.362209, 48.8194024), (2.3622225, 48.8193791)]",12
173278852,Rue Rouget de Lisle,"[(2.3260017, 48.8657142), (2.3260393, 48.8657646)]",2
173485755,,"[(2.3695022, 48.8929111), (2.3695496, 48.8928976)]",2
174449847,Avenue Courteline,"[(2.4143784, 48.8440077), (2.4141617, 48.8440647), (2.4132826, 48.8441407)]",3
176504041,Place de Colombie,"[(2.2678041, 48.8627803), (2.2676211, 48.8627493), (2.2673088, 48.862788)]",3
180355170,,"[(2.3667891, 48.8868707), (2.3668339, 48.8868561)]",2
182198789,Place Édouard Renard,"[(2.4082336, 48.8352131), (2.4081476, 48.8352458), (2.4073225, 48.8355458), (2.4072052, 48.8355895)]",4
182198790,Place Édouard Renard,"[(2.4079418, 48.8347751), (2.407989, 48.8347585), (2.4080137, 48.8347585), (2.4081199, 48.8348043), (2.4081878, 48.8348162), (2.4082674, 48.834817)]",6
183535186,Boulevard Mortier,"[(2.4074733, 48.8752934), (2.4074972, 48.8752441), (2.4077073, 48.8748183), (2.4077719, 48.8746627), (2.4079517, 48.8742986), (2.408248, 48.8733763), (2.4082715, 48.8731703), (2.4082914, 48.8730163), (2.4082974, 48.8729775), (2.4083111, 48.8728772), (2.4082901, 48.8728425)]",11
184776306,Boulevard Soult,"[(2.4069089, 48.8352746), (2.4069292, 48.8352974), (2.4069428, 48.8353255), (2.4069332, 48.8353526), (2.4069265, 48.8353737), (2.4069306, 48.8353971), (2.4069433, 48.8354166), (2.4069614, 48.8354305), (2.4069836, 48.8354411), (2.40701, 48.8354494), (2.4070382, 48.8354552), (2.4070694, 48.8354671), (2.4070796, 48.8354774), (2.4071065, 48.8355044)]",14
184776311,,"[(2.4087892, 48.8388776), (2.4086818, 48.838893)]",2
185745966,,"[(2.4160604, 48.8492299), (2.4161178, 48.8492136), (2.4161614, 48.84921)]",3
186261828,Rue Saint-Paul,"[(2.3606854, 48.8525851), (2.3605747, 48.8525764), (2.3605105, 48.8525353), (2.3603998, 48.8524645)]",4
186261837,Quai de la Rapée,"[(2.3705215, 48.8430918), (2.3707554, 48.8432169)]",2
189657312,Boulevard Soult,"[(2.4105146, 48.8445507), (2.4106367, 48.8445895), (2.4108803, 48.8453729)]",3
190666063,Rue Villiot,"[(2.3734213, 48.8406684), (2.3738765, 48.8408853), (2.373954, 48.8409222), (2.3740405, 48.8409634)]",4
192903842,Rue de Rivoli,"[(2.3323516, 48.8636678), (2.3321972, 48.8637172), (2.3320906, 48.8637542)]",3
193869187,Boulevard Sérurier,"[(2.406133, 48.8778984), (2.4060815, 48.8779144), (2.4060249, 48.8779298), (2.4056604, 48.8780044), (2.4054034, 48.8780518), (2.4047221, 48.8781819), (2.4035618, 48.8783984), (2.4034671, 48.8784162)]",8
194115662,Avenue de la Porte de Pantin,"[(2.3988787, 48.8905148), (2.3987604, 48.8905586), (2.3987485, 48.8905594), (2.3987448, 48.8905587), (2.3986995, 48.89055), (2.398659, 48.8905401), (2.3985146, 48.890505), (2.3984474, 48.8904971), (2.398435, 48.8905031), (2.3984132, 48.8905137), (2.3983723, 48.8905335), (2.3983506, 48.890544), (2.3983178, 48.8905598)]",13
195204180,Boulevard du Général d'Armée Jean Simon,"[(2.3828597, 48.8259008), (2.3829212, 48.8259336), (2.3829507, 48.825944), (2.382966, 48.8259486), (2.3831466, 48.8260029), (2.3836425, 48.8261805), (2.3837867, 48.8262387), (2.3839247, 48.826295), (2.3840337, 48.8263389), (2.3842178, 48.8264131), (2.3843901, 48.8264893), (2.3844448, 48.8265135), (2.3845368, 48.8265578), (2.3851705, 48.8268628), (2.3854063, 48.8269763), (2.3854394, 48.8269936), (2.3854417, 48.8270105)]",17
195340744,Avenue de la Porte du Pré Saint-Gervais,"[(2.4022183, 48.8786824), (2.4021781, 48.8786925), (2.4020852, 48.8787422), (2.4020183, 48.8787909), (2.4019678, 48.8788434), (2.4019171, 48.8789157), (2.4018412, 48.8791277), (2.4018452, 48.8791468), (2.4018377, 48.8791713)]",9
195340745,Boulevard Sérurier,"[(2.4022183, 48.8786824), (2.4021828, 48.8786443), (2.4021311, 48.8785886), (2.4021061, 48.8785631), (2.4020553, 48.8785109), (2.4020191, 48.878473)]",6
195762241,Boulevard Poniatowski,"[(2.3972685, 48.8313359), (2.3970819, 48.8312541), (2.3969014, 48.8311776), (2.3966931, 48.8310945), (2.3963683, 48.8309803)]",5
195762243,Boulevard Poniatowski,"[(2.3950104, 48.8305801), (2.394433, 48.8304581)]",2
195762247,Boulevard Poniatowski,"[(2.3963683, 48.8309803), (2.3955, 48.830692), (2.3950104, 48.8305801)]",3
196551585,Route de la Terrasse,"[(2.4360754, 48.8197091), (2.4363478, 48.8196932), (2.4363975, 48.8197497), (2.436438, 48.8197999)]",4
196629388,Boulevard Davout,"[(2.4108939, 48.853619), (2.4108915, 48.8536356), (2.41081, 48.8536705), (2.4107953, 48.8537167), (2.4107475, 48.8538768), (2.4107101, 48.8540778), (2.41055, 48.854952), (2.4104192, 48.8556842), (2.4104116, 48.8557252), (2.41041, 48.8558007)]",10
197642233,Boulevard Macdonald,"[(2.3858217, 48.898438), (2.3858058, 48.898462), (2.3831266, 48.8990191), (2.3830443, 48.8990281), (2.3827376, 48.8990251), (2.3826533, 48.8990243)]",6
197644999,Boulevard Ney,"[(2.3667118, 48.8984414), (2.3667087, 48.8985348), (2.3667114, 48.8985633), (2.3667104, 48.8985791)]",4
197645000,Rue Charles Hermite,"[(2.3641424, 48.8986784), (2.3641412, 48.8986956), (2.364198, 48.8987195), (2.364276, 48.8987517), (2.3643199, 48.8987679), (2.3643769, 48.8987787)]",6
197645001,Rue de la Chapelle,"[(2.3595514, 48.8983446), (2.3595514, 48.8983755), (2.3595469, 48.8984049), (2.3595454, 48.8984225)]",4
197645043,Boulevard Ney,"[(2.3557346, 48.8982786), (2.3558027, 48.8982779), (2.3558838, 48.8982631), (2.355976, 48.8982463), (2.3560199, 48.8982489), (2.3561924, 48.8982545), (2.3566505, 48.8982615), (2.3568615, 48.8982622), (2.3578229, 48.8982814), (2.3578715, 48.8982824), (2.3579485, 48.8982852), (2.3579957, 48.8982867), (2.3587032, 48.8983097)]",13
199082021,Rue Henri Farman,"[(2.2759588, 48.8335111), (2.2759709, 48.8335478), (2.2759573, 48.8335596), (2.2754409, 48.8339259), (2.2750082, 48.834163), (2.2746869, 48.8342933), (2.2743974, 48.834377), (2.2731074, 48.8346415), (2.2730033, 48.8346361), (2.2729435, 48.8346251), (2.2728807, 48.8346018), (2.2727794, 48.8345556), (2.2723745, 48.8343498), (2.2712397, 48.8337729), (2.2706313, 48.8334635), (2.2704756, 48.8333844), (2.2702748, 48.8332823), (2.2701981, 48.8332433), (2.2699136, 48.8330987)]",19
199401292,Boulevard du Général d'Armée Jean Simon,"[(2.3772831, 48.8240864), (2.3794301, 48.8247992), (2.3797707, 48.8249096), (2.3802496, 48.8250428)]",4
201956199,Rue des Déchargeurs,"[(2.3456953, 48.8593685), (2.3456606, 48.8593331), (2.3456366, 48.8593085)]",3
205406161,Voie Mazas,"[(2.3654215, 48.8465272), (2.3655541, 48.8463769), (2.365758, 48.8461694), (2.3660484, 48.845912), (2.3664614, 48.8455569), (2.3666061, 48.8454442)]",6
205547143,Quai Malaquais,"[(2.3362748, 48.8579408), (2.3360821, 48.857932), (2.3358261, 48.8579181), (2.3353984, 48.8579172), (2.33533, 48.8579205)]",5
206003426,Avenue Corentin Cariou,"[(2.3854683, 48.8976299), (2.3853704, 48.8976336), (2.3853577, 48.8976341), (2.3851024, 48.8973975), (2.3850716, 48.8973688), (2.3841011, 48.8964761)]",6
206003427,Avenue de la Porte de Pantin,"[(2.3966218, 48.8901319), (2.3968592, 48.890193), (2.3968933, 48.8902023), (2.3969207, 48.8902098), (2.3969409, 48.8902151), (2.3969681, 48.8902223), (2.3970056, 48.8902323), (2.3970333, 48.8902396), (2.3970758, 48.8902508), (2.3971017, 48.8902577), (2.3971291, 48.8902649), (2.3971823, 48.8902549), (2.3972235, 48.8902461), (2.3972666, 48.890245), (2.3973714, 48.8902491), (2.3975009, 48.8902698), (2.397881, 48.8903688), (2.3980835, 48.8904278), (2.3981873, 48.8904747), (2.3983178, 48.8905598)]",20
206003429,Boulevard Macdonald,"[(2.3810605, 48.898821), (2.3816701, 48.8988334), (2.3817766, 48.8988356)]",3
206003431,Route des Petits Ponts,"[(2.3983178, 48.8905598), (2.3983454, 48.8905861), (2.3983604, 48.8906024), (2.3983867, 48.890631), (2.3984171, 48.8906769), (2.3984388, 48.8907358), (2.3984535, 48.8908021), (2.3984374, 48.8909203), (2.398434, 48.8909455), (2.3983196, 48.8913626), (2.3980395, 48.8924283), (2.3980139, 48.8925506), (2.3977971, 48.8933504), (2.3977527, 48.8935473), (2.3977583, 48.893559), (2.3977689, 48.893569), (2.3977976, 48.8935727), (2.3978427, 48.893578), (2.3978736, 48.8935815), (2.3979114, 48.8935865), (2.3979492, 48.8935914)]",21
208112167,Boulevard Masséna,"[(2.3696226, 48.8218287), (2.3695822, 48.8218156), (2.3694614, 48.8217765), (2.369435, 48.8217734), (2.3694132, 48.8217741), (2.3693863, 48.8217807), (2.3693669, 48.8217897), (2.3693503, 48.8218031), (2.3693344, 48.8217989)]",9
209631517,Quai d'Ivry,"[(2.385994, 48.8270214), (2.3864519, 48.8266611), (2.3866667, 48.8264913), (2.3866965, 48.8264353), (2.3867825, 48.8263645), (2.387066, 48.8261613), (2.3874361, 48.8259015)]",7
210550884,Avenue Ledru-Rollin,"[(2.3742867, 48.8496144), (2.3741477, 48.8495763), (2.3741062, 48.8495524), (2.3740088, 48.8495262), (2.3726347, 48.8487411), (2.3725875, 48.8487225)]",6
210550886,Quai de la Rapée,"[(2.3676113, 48.8459229), (2.3676774, 48.8458738), (2.3677221, 48.8458405)]",3
210550888,Pont Charles de Gaulle,"[(2.3701922, 48.8432307), (2.3701661, 48.8432159), (2.3701442, 48.843204)]",3
210550890,Quai de la Rapée,"[(2.3705273, 48.8433836), (2.370591, 48.8433355), (2.3706606, 48.8432853)]",3
210583250,Promenade Jules Isaac,"[(2.3746674, 48.8326771), (2.3752489, 48.8320641), (2.3757895, 48.8314942), (2.3758627, 48.831417), (2.375953, 48.8313246), (2.3765792, 48.8306842), (2.3765848, 48.8306575)]",7
210583254,Promenade Jules Isaac,"[(2.373038, 48.8344034), (2.3745689, 48.8327831), (2.3746674, 48.8326771)]",3
216409892,Avenue de Verdun,"[(2.36679, 48.8171842), (2.3668386, 48.8171304), (2.3669105, 48.8170918), (2.3672174, 48.8167092), (2.3672449, 48.816677), (2.3676264, 48.8162115), (2.3676412, 48.8161935), (2.3677087, 48.8161022), (2.3677772, 48.816025), (2.367789, 48.8160118), (2.3679898, 48.8157699), (2.3681673, 48.8155542), (2.3685468, 48.8150665), (2.3693293, 48.8140553), (2.3700202, 48.8131617), (2.3700826, 48.8130798), (2.3701136, 48.8130392), (2.3701244, 48.8130211), (2.3702158, 48.8129215), (2.3702621, 48.8128632), (2.3706461, 48.8123798), (2.3711307, 48.8117698), (2.3711403, 48.8117573), (2.3717378, 48.810981), (2.3720841, 48.8105488), (2.3732266, 48.8091043), (2.3732985, 48.8089989)]",27
216409893,Avenue de Verdun,"[(2.3733965, 48.8093405), (2.373437, 48.8094209), (2.3733817, 48.8095048), (2.3729869, 48.8099916), (2.3725933, 48.8104971), (2.3725078, 48.8106079), (2.3724571, 48.8106763), (2.3722382, 48.8109713), (2.3721265, 48.8110995), (2.3718517, 48.8114493), (2.3713603, 48.8120786), (2.3710243, 48.8125087), (2.3709011, 48.8126665), (2.3706439, 48.8129953), (2.3706249, 48.8130195), (2.3705574, 48.8130991), (2.3704088, 48.813291), (2.3697307, 48.8141561), (2.3692735, 48.814737), (2.3689102, 48.8151918), (2.3684768, 48.8157344), (2.3683784, 48.8158543), (2.3683096, 48.8159245), (2.3681289, 48.8161441), (2.3679735, 48.8163329), (2.3672529, 48.8172113), (2.3671663, 48.8173118)]",27
216508856,,"[(2.3718758, 48.8853054), (2.3718384, 48.8853232)]",2
216508857,,"[(2.3772673, 48.8879745), (2.3772367, 48.8879985)]",2
216508858,,"[(2.3745827, 48.8866499), (2.3745418, 48.8866744)]",2
216508859,,"[(2.3755362, 48.8871186), (2.3754844, 48.8871328)]",2
216826286,Rue d'Aubervilliers,"[(2.3670025, 48.8873378), (2.3670489, 48.8874285), (2.3671302, 48.8876129), (2.3671865, 48.8877949), (2.3674693, 48.8885195), (2.3675168, 48.888641), (2.36754, 48.8886988), (2.3679787, 48.8895881), (2.3679925, 48.8896123), (2.3680296, 48.8896687), (2.3680489, 48.8897006)]",11
216826297,Rue d'Aubervilliers,"[(2.3670025, 48.8873378), (2.3669554, 48.8872506), (2.3668206, 48.8869412), (2.3667891, 48.8868707), (2.3667618, 48.8868053), (2.3667318, 48.8867322), (2.3666833, 48.8866251), (2.3665164, 48.886432), (2.3664506, 48.8863601), (2.3661732, 48.8860353), (2.3658157, 48.8856503), (2.365768, 48.8856008), (2.3657473, 48.8855633)]",13
217518721,Rue Louis Pasteur Valléry-Radot,"[(2.3301782, 48.9002392), (2.3304643, 48.9002217), (2.3320343, 48.9002494)]",3
217736284,Avenue de la Porte de Montmartre,"[(2.3357953, 48.9002805), (2.3356335, 48.900551), (2.3354078, 48.9009309), (2.3352686, 48.9009527)]",4
217736285,Avenue de la Porte de Montmartre,"[(2.3361312, 48.899113), (2.3362469, 48.8989722), (2.336302, 48.8989191), (2.3363774, 48.8988695), (2.3367747, 48.8984202), (2.3371156, 48.8980373), (2.3372838, 48.8979976)]",7
217996469,Rue de la Pépinière,"[(2.3228641, 48.8751782), (2.322792, 48.8751783), (2.3227223, 48.8751718), (2.3221252, 48.8751348), (2.3215634, 48.8750992), (2.3205696, 48.8749992), (2.3201321, 48.874949), (2.3200742, 48.8749469), (2.3200045, 48.8749484)]",9
218735649,,"[(2.3785028, 48.8886008), (2.378472, 48.8886191)]",2
218735651,Rue de Crimée,"[(2.3799292, 48.88791), (2.379942, 48.8879546), (2.3799047, 48.8879866), (2.3797068, 48.8881575), (2.3796279, 48.88818)]",5
218735652,Rue de Crimée,"[(2.37923, 48.8885171), (2.379248, 48.8885769), (2.3792133, 48.8886237)]",3
219962564,Avenue Edison,"[(2.3577697, 48.8300651), (2.3575432, 48.8299876)]",2
219962565,Avenue Edison,"[(2.3575432, 48.8299876), (2.3575073, 48.8299769), (2.3572128, 48.8298765), (2.3571667, 48.8298609)]",4
220405054,Boulevard de Clichy,"[(2.3397332, 48.8820983), (2.3395717, 48.8821273), (2.3395172, 48.8821326), (2.3394874, 48.8821353), (2.3394409, 48.8821372), (2.3393623, 48.8821347), (2.3381533, 48.8823139), (2.3380588, 48.8823475), (2.3379735, 48.8823516), (2.3379094, 48.8823568), (2.3378354, 48.8823684), (2.3377283, 48.8824058), (2.337669, 48.8824159), (2.3372415, 48.8824887), (2.3370931, 48.882514), (2.3369942, 48.8825393), (2.3369669, 48.8825475), (2.3369121, 48.8825639), (2.3367715, 48.8825926), (2.3350098, 48.8831272), (2.3349837, 48.8831353), (2.3341368, 48.8833843), (2.3330495, 48.8837039), (2.3330185, 48.8837338), (2.3328972, 48.8837603), (2.3328564, 48.8837739), (2.3327484, 48.8838084), (2.3326676, 48.8838393), (2.3324574, 48.8838985), (2.3323044, 48.8839281)]",30
220405060,Boulevard de Rochechouart,"[(2.3397171, 48.8819636), (2.3397939, 48.8819614)]",2
221356380,Rue Louis Armand,"[(2.2803641, 48.8322362), (2.2803442, 48.8322463), (2.2791335, 48.8326906), (2.2789126, 48.8327717), (2.2775049, 48.8332883)]",5
221356381,,"[(2.2802154, 48.8320603), (2.2802439, 48.8320931), (2.2802651, 48.8321186), (2.2803184, 48.8321814), (2.2803641, 48.8322362)]",5
222205556,Place de la Porte de Bagnolet,"[(2.40833, 48.864405), (2.4083217, 48.8644225), (2.4083179, 48.8644533), (2.4083187, 48.8644697)]",4
223631826,Avenue Benoît Frachon,"[(2.4155689, 48.852205), (2.415399, 48.8531775), (2.4153799, 48.8532868), (2.4152919, 48.8537877)]",4
224868775,Boulevard de la Chapelle,"[(2.3613748, 48.8845605), (2.3613509, 48.8845602), (2.360729, 48.8845642), (2.3605538, 48.8845637), (2.3596171, 48.8845683), (2.3595552, 48.8845683)]",6
224868777,Boulevard de la Chapelle,"[(2.3552728, 48.8843069), (2.3552495, 48.8843052), (2.3541671, 48.8842267), (2.3541063, 48.8842225), (2.352529, 48.8841133), (2.3524169, 48.8841055), (2.3517054, 48.8840527), (2.3514143, 48.8840317), (2.3512985, 48.8840232), (2.3511553, 48.8840137), (2.3508213, 48.8839914)]",11
224868780,Boulevard de la Chapelle,"[(2.3582241, 48.8845087), (2.3566321, 48.8843989)]",2
224868782,Boulevard de la Chapelle,"[(2.3633977, 48.8845497), (2.362703, 48.8845543)]",2
224868784,Boulevard de la Chapelle,"[(2.3649834, 48.884499), (2.3648473, 48.8845079), (2.3647614, 48.8845125)]",3
224868793,,"[(2.3512985, 48.8840232), (2.3512949, 48.8839821)]",2
226044312,,"[(2.3627936, 48.8686043), (2.3628595, 48.8686293), (2.3629525, 48.8686645), (2.3629849, 48.8686768), (2.3630194, 48.8686899), (2.3630517, 48.8687013), (2.3631496, 48.8687392), (2.3631721, 48.8687477)]",8
226720559,Boulevard Ney,"[(2.3592749, 48.8983379), (2.3593399, 48.8983396), (2.3593659, 48.8983402)]",3
226720560,Boulevard Ney,"[(2.3680732, 48.8984617), (2.368184, 48.8984624), (2.3693991, 48.8984696), (2.3700103, 48.8984803)]",4
227150508,Boulevard de Magenta,"[(2.3525325, 48.8805055), (2.3525345, 48.8805323), (2.3525332, 48.8805498), (2.3525308, 48.88056), (2.3525248, 48.8805715), (2.3524983, 48.8806019), (2.3524752, 48.8806235), (2.3524483, 48.8806455), (2.3524158, 48.8806647), (2.3523886, 48.8806723), (2.3523603, 48.8806793), (2.3523207, 48.8806859), (2.3522611, 48.8806932), (2.3520732, 48.8808985), (2.3514483, 48.8815882), (2.35107, 48.8820152), (2.3510223, 48.882065), (2.3500568, 48.8831422), (2.3499873, 48.8832224), (2.3497188, 48.8835002), (2.3496773, 48.8835272), (2.3496564, 48.8835376), (2.3495151, 48.8836104)]",23
228253041,Boulevard de Magenta,"[(2.3627936, 48.8686043), (2.3628196, 48.8685733), (2.3628515, 48.8685346), (2.3628753, 48.868511)]",4
228364244,Boulevard Bessières,"[(2.3183678, 48.896256), (2.318298, 48.8962404), (2.3182136, 48.8962216), (2.3163819, 48.8955209), (2.3161029, 48.8954088), (2.3160256, 48.8953897), (2.3159097, 48.8953232)]",7
231265511,Quai de la Marne,"[(2.3860568, 48.8914208), (2.3849261, 48.890858), (2.3848213, 48.8908072), (2.3835489, 48.8901738), (2.3834047, 48.8901019), (2.3825492, 48.8896788), (2.3825109, 48.8896598), (2.3807728, 48.8887954), (2.3806947, 48.888756), (2.3797124, 48.8882692), (2.379678, 48.8882518), (2.3796279, 48.88818)]",12
231549026,Boulevard de Belleville,"[(2.381338, 48.8682297), (2.3813822, 48.868197), (2.3817681, 48.8679114), (2.3826678, 48.8672456), (2.3826911, 48.8672262), (2.3827582, 48.867112), (2.3828067, 48.8670924)]",7
231620047,La Coulée Verte,"[(2.3047879, 48.8280174), (2.3044283, 48.8277118)]",2
231813241,Boulevard de la Villette,"[(2.3685308, 48.8842221), (2.3685093, 48.8842401), (2.3683228, 48.8842775), (2.3681311, 48.8843018), (2.3677594, 48.8843261), (2.3677248, 48.8843274)]",6
232204821,,"[(2.4160084, 48.8513347), (2.4159841, 48.8513316), (2.4159495, 48.8513278), (2.4158359, 48.8513152), (2.4157446, 48.8513075), (2.4157308, 48.8513068)]",6
239596805,Rue d'Aubervilliers,"[(2.3705585, 48.8944912), (2.3704555, 48.894507)]",2
239596807,Rue d'Aubervilliers,"[(2.3700419, 48.8941406), (2.3700049, 48.8940563), (2.3697965, 48.8935818), (2.3695022, 48.8929111), (2.3694624, 48.8928205), (2.3689581, 48.891673), (2.3687456, 48.8911887), (2.3686477, 48.8909663), (2.3686451, 48.8909605), (2.368456, 48.8905299), (2.3682476, 48.8900553), (2.3682283, 48.8900114)]",12
239959599,Rond-Point du Pont Mirabeau,"[(2.2776481, 48.8461558), (2.2775876, 48.8461934), (2.2775523, 48.8461997), (2.2774985, 48.8462096)]",4
240774661,Quai Jacques Chirac,"[(2.289499, 48.8552724), (2.2897806, 48.8554021), (2.2897886, 48.8554226), (2.2897937, 48.8554378), (2.2899552, 48.8558494), (2.2901757, 48.8564221), (2.290229, 48.8565493), (2.2903335, 48.8567013), (2.290531, 48.8569495), (2.2907058, 48.8570941), (2.2907473, 48.8571358), (2.2907677, 48.8571567), (2.2908308, 48.8572338), (2.2910088, 48.8573512), (2.2910024, 48.857393), (2.2909874, 48.8574919)]",16
240973115,Avenue Benoît Frachon,"[(2.4150907, 48.85438), (2.4151058, 48.8543397), (2.4151213, 48.8543029), (2.4151366, 48.8542389), (2.4151374, 48.8541922), (2.4151472, 48.8541512)]",6
240973121,,"[(2.4151783, 48.8540962), (2.4152532, 48.8541097), (2.4153734, 48.8541361)]",3
242517677,Place d'Italie,"[(2.3543502, 48.8311357), (2.3543674, 48.8311107), (2.3544572, 48.8309811), (2.3544691, 48.8309627)]",4
244017292,Quai Marcel Boyer,"[(2.3887771, 48.8249948), (2.3888632, 48.8249189), (2.3890332, 48.8248092), (2.3891215, 48.8247148), (2.3891897, 48.8246676), (2.3893376, 48.8245788), (2.3896027, 48.8244018), (2.3898783, 48.8242167), (2.3900773, 48.8240757), (2.3904806, 48.8237899), (2.3904903, 48.8237821), (2.3905201, 48.8237453), (2.3905378, 48.8237346), (2.3905604, 48.823721), (2.3905946, 48.823708), (2.3911881, 48.8232902), (2.3912531, 48.8232444), (2.3916587, 48.822959), (2.3918844, 48.8227965), (2.3918886, 48.822732), (2.3922733, 48.8224528), (2.3923124, 48.8224245)]",22
244706004,Allée de Longchamp,"[(2.2507767, 48.8673363), (2.250832, 48.8673393), (2.2509128, 48.8674567), (2.2509571, 48.8675005), (2.2510283, 48.8675416), (2.2510906, 48.8675787), (2.2512261, 48.8676594), (2.2513579, 48.8677105), (2.2550047, 48.8690268), (2.2594385, 48.8706162), (2.2630845, 48.8719367), (2.2635531, 48.8721038), (2.264058, 48.8722863), (2.2641033, 48.8722976), (2.2641478, 48.8723033), (2.2642343, 48.8723009), (2.2642919, 48.8723078), (2.2643705, 48.8723292)]",18
244706012,Route de la Longue Queue,"[(2.2486044, 48.868934), (2.2488452, 48.8689716), (2.2488992, 48.8689908), (2.2489567, 48.8690098), (2.2491213, 48.8690793), (2.2496022, 48.8693127), (2.2500253, 48.8695605), (2.2505095, 48.8698919), (2.2507946, 48.8702023), (2.2514004, 48.8708331), (2.251543, 48.8709815), (2.2519405, 48.8714498), (2.2520383, 48.8715381), (2.2527296, 48.8721626), (2.2529911, 48.8723987), (2.2534605, 48.8729153), (2.2537779, 48.8733226), (2.2540675, 48.8735986), (2.254154, 48.8736911)]",19
246701743,Boulevard Ney,"[(2.3588293, 48.8983126), (2.3588929, 48.8983141), (2.3590239, 48.8983308)]",3
246701746,Rue de la Chapelle,"[(2.3595374, 48.8985221), (2.3595365, 48.8985444), (2.3595356, 48.8985715)]",3
246701747,Avenue de la Porte de la Chapelle,"[(2.3594686, 48.8987858), (2.3594783, 48.8988551), (2.3594743, 48.8989006), (2.3594541, 48.8991531), (2.3594327, 48.899285), (2.3594573, 48.8994936), (2.3594627, 48.8995441), (2.3594741, 48.8996498)]",8
246703499,Boulevard Ney,"[(2.3700103, 48.8984803), (2.3700245, 48.8984855), (2.3700718, 48.8985049), (2.3701152, 48.8985258), (2.3701532, 48.8985422), (2.3702374, 48.8985437), (2.3703437, 48.8985457)]",7
248218617,,"[(2.3182599, 48.8248887), (2.3182444, 48.824857), (2.3182323, 48.8248322), (2.3182163, 48.8247993)]",4
250247798,Rue Brillat-Savarin,"[(2.3471478, 48.8221802), (2.3471133, 48.822206), (2.3470897, 48.8222306), (2.3470518, 48.8222806)]",4
253305929,Boulevard Richard-Lenoir,"[(2.3722255, 48.861914), (2.3722549, 48.8617961), (2.37228, 48.8616999), (2.3723204, 48.861466), (2.3723365, 48.8612675), (2.3723312, 48.8610493), (2.3723063, 48.8608259), (2.3722874, 48.8607522), (2.3722584, 48.8606391), (2.3722368, 48.8605548), (2.3721911, 48.8604238), (2.3721804, 48.8604085), (2.3721656, 48.8603972), (2.3721492, 48.8603823), (2.3721319, 48.8603455), (2.3721078, 48.8602926), (2.3720637, 48.8601937), (2.3720608, 48.8601779), (2.3720665, 48.8601588), (2.3720652, 48.8601422)]",20
254419214,Place du Professeur Christian Cabrol,"[(2.3686704, 48.8270896), (2.3686999, 48.8271081), (2.3687329, 48.8271288), (2.3689752, 48.8272806), (2.3690303, 48.8273151), (2.3691247, 48.8273743)]",6
256339821,Boulevard Auguste Blanqui,"[(2.3414046, 48.8315108), (2.3414317, 48.8315018), (2.3415215, 48.8314719), (2.3420883, 48.8313204), (2.3421521, 48.8313031), (2.3424308, 48.8312277), (2.3426701, 48.831161), (2.3430447, 48.8310567), (2.3436826, 48.8308815), (2.3436936, 48.8308785), (2.3439615, 48.8308049), (2.3441189, 48.8307598), (2.3442501, 48.8307246), (2.3451455, 48.8304784), (2.3454707, 48.8303847), (2.3457312, 48.8303138), (2.3458816, 48.8302713), (2.3459687, 48.8302486), (2.3463373, 48.8301498), (2.3464368, 48.8301223), (2.3471731, 48.8299195), (2.3472863, 48.8298871), (2.3478644, 48.8297289), (2.3479671, 48.8297179), (2.3481724, 48.8296493), (2.3482769, 48.8296134), (2.3483765, 48.8295847), (2.3490136, 48.8294109), (2.3491749, 48.8293796), (2.3493452, 48.8293634), (2.3494646, 48.8293607), (2.349643, 48.8293699), (2.3496936, 48.8293741), (2.3497506, 48.8293799), (2.3497888, 48.8293854), (2.3498861, 48.8294026), (2.350004, 48.8294334), (2.3519927, 48.8300696), (2.352409, 48.8302013), (2.3524882, 48.8302269), (2.3526685, 48.8302855), (2.3527641, 48.8303162), (2.3531915, 48.8304524), (2.3533337, 48.8304977), (2.354046, 48.8307237), (2.3544638, 48.8308568), (2.3545254, 48.8308769), (2.3547669, 48.8309549), (2.3548153, 48.830971)]",49
256781827,Boulevard Auguste Blanqui,"[(2.3441494, 48.831186), (2.3441083, 48.8311966), (2.3428332, 48.831548), (2.3413023, 48.8319699)]",4
257350700,Coulée Verte René-Dumont,"[(2.3993787, 48.8410614), (2.4004878, 48.8410162)]",2
