osmid,name,coordinates
1226939245,Avenue de la Porte de Montmartre,"[(2.3373017, 48.8979788), (2.3373634, 48.8980551), (2.3365119, 48.8990151), (2.3364607, 48.8991115)]"
1226939267,Rue de la Chapelle,"[(2.35953, 48.8987442), (2.3595153, 48.8987577), (2.3594686, 48.8987858)]"
1226939268,Avenue de la Porte de La Chapelle,"[(2.3586493, 48.8988667), (2.3586955, 48.8988671)]"
1227034538,Place Édouard Renard,"[(2.4068547, 48.8351975), (2.4068403, 48.8351772)]"
1227455234,Cours de Vincennes,"[(2.4089642, 48.8475491), (2.4089194, 48.8475528), (2.408912, 48.8475534), (2.4088727, 48.8475567)]"
1227455237,Cours de Vincennes,"[(2.4044901, 48.847922), (2.4041542, 48.8479511), (2.4041179, 48.8479542)]"
1227455281,Avenue de la Porte de Saint-Cloud,"[(2.2522123, 48.838465), (2.2523207, 48.8384539)]"
1227455288,Rue Léon Frapié,"[(2.411303, 48.8735977), (2.4104441, 48.873375), (2.4103604, 48.8733296)]"
1227455290,Boulevard Mortier,"[(2.40873, 48.8728855), (2.4087266, 48.8729144)]"
1227455291,Boulevard Mortier,"[(2.4078393, 48.8754074), (2.4077647, 48.8755628), (2.40763, 48.8758364), (2.4074333, 48.8762694), (2.4073951, 48.8763431), (2.4073714, 48.8763547)]"
1227455292,Rue des Tourelles,"[(2.4062291, 48.8751209), (2.4058305, 48.8750496), (2.4057254, 48.8750272)]"
1227455298,Avenue de la Porte des Lilas,"[(2.4079697, 48.8777191), (2.4073395, 48.8774945), (2.4069334, 48.8773467)]"
1227455309,Avenue de l'Hippodrome,"[(2.2587916, 48.8585055), (2.2587498, 48.8585085), (2.2586637, 48.8585146), (2.2584928, 48.8585399), (2.2580674, 48.8586387)]"
1227455311,Route des Lacs à Passy,"[(2.2625513, 48.8578707), (2.2626029, 48.857862), (2.2626686, 48.8578585), (2.2627893, 48.8578223), (2.2628111, 48.8578104), (2.2628855, 48.8577873), (2.2629752, 48.8577632)]"
1228681605,Avenue de la Porte de Clichy,"[(2.3094633, 48.8966157), (2.309484, 48.896595)]"
1228887892,Rue du Docteur Magnan,"[(2.3597609, 48.8263035), (2.3598216, 48.826327)]"
1228887893,Rue Toussaint-Féron,"[(2.3591215, 48.8272803), (2.3590725, 48.8272689)]"
1228887894,Rue Nicolas Fortin,"[(2.3576124, 48.8290023), (2.3576906, 48.8290244)]"
1228887895,Rue George Eastman,"[(2.3580699, 48.8284569), (2.3581254, 48.8284768)]"
1229045571,Avenue de Choisy,"[(2.3570818, 48.8297754), (2.3570182, 48.829754)]"
1230216477,,"[(2.3936597, 48.8870166), (2.3937345, 48.887034), (2.3937477, 48.887037), (2.3937732, 48.8870434), (2.3938319, 48.8870746), (2.3938706, 48.8871219)]"
1230803806,Avenue de Gravelle,"[(2.4013887, 48.8298697), (2.4012341, 48.8298401), (2.4011309, 48.829809), (2.401077, 48.8297985), (2.4009982, 48.8297976)]"
1230803807,Route des Fortifications,"[(2.3993519, 48.8307588), (2.3992935, 48.8307219)]"
1230803808,Avenue de la Porte de Charenton,"[(2.4009982, 48.8297976), (2.4009472, 48.8298143), (2.4009236, 48.8298224), (2.3996562, 48.8306364), (2.3996155, 48.8306711)]"
1230803809,Avenue de la Porte de Charenton,"[(2.3980114, 48.8315723), (2.3980296, 48.8315283), (2.398092, 48.8314851), (2.3992288, 48.8307608), (2.3992935, 48.8307219), (2.3994661, 48.8306035), (2.3995381, 48.8305549), (2.4007733, 48.8297451), (2.4007841, 48.829738), (2.400845, 48.8296945)]"
1230808146,Rue Linois,"[(2.2828624, 48.8486082), (2.2828221, 48.8486291), (2.2820641, 48.8491284), (2.2819704, 48.8491975), (2.281953, 48.8492394), (2.2818363, 48.8493179), (2.2816673, 48.8493137)]"
1231053094,Promenade Jean-Paul Belmondo,"[(2.2884811, 48.8547845), (2.2884786, 48.8547869), (2.2884748, 48.8547908)]"
1231339212,Rue Robert de Flers,"[(2.2828259, 48.848475), (2.2828808, 48.8485141)]"
1232413980,Rue Belgrand,"[(2.4047549, 48.8646333), (2.4048049, 48.8646323), (2.4054574, 48.8646063), (2.405889, 48.8645891), (2.4061565, 48.8645786), (2.4071287, 48.8645404), (2.407265, 48.8645351), (2.408271, 48.8644957), (2.4083198, 48.8644937)]"
1232799683,Boulevard Mortier,"[(2.4067095, 48.876882), (2.4066737, 48.8768393), (2.4070468, 48.8761781), (2.4071657, 48.875963)]"
1232882682,Rue du Général Niox,"[(2.2619143, 48.8367986), (2.2625682, 48.8366965)]"
1232882683,Boulevard Murat,"[(2.2604312, 48.8370239), (2.2612615, 48.836896)]"
1232882685,Boulevard Murat,"[(2.2612615, 48.836896), (2.2613379, 48.8368842), (2.261371, 48.836879)]"
1232882686,Boulevard Murat,"[(2.2602289, 48.8370469), (2.2603008, 48.837037), (2.2603842, 48.8370275)]"
1232882687,Boulevard Murat,"[(2.2597673, 48.8372057), (2.259752, 48.8371672), (2.2597368, 48.8371291)]"
1232882689,Rue Gudin,"[(2.2595742, 48.837158), (2.2595867, 48.8371916)]"
1232882690,Rue du Général Niox,"[(2.261371, 48.836879), (2.261723, 48.8368269), (2.2618206, 48.8368125), (2.2619143, 48.8367986)]"
1232882691,Rue Le Marois,"[(2.2582361, 48.8373873), (2.2582683, 48.8374113)]"
1232942073,Place de la Bataille de Stalingrad,"[(2.3696602, 48.8826579), (2.3697224, 48.8826929), (2.3697402, 48.8827234)]"
1232942074,Quai de Valmy,"[(2.3691918, 48.8825412), (2.3692103, 48.8825102)]"
1233265977,Place de la Résistance,"[(2.301448, 48.8624568), (2.301397, 48.8623847), (2.3013814, 48.8622609)]"
1233265978,Place de la Résistance,"[(2.3021108, 48.8623449), (2.3020868, 48.8624441), (2.3020766, 48.862528)]"
1233265979,Pont de l'Alma,"[(2.3016145, 48.8628038), (2.3015462, 48.8625571)]"
1233265980,Pont de l'Alma,"[(2.302019, 48.8625948), (2.3020143, 48.8626402), (2.3020094, 48.8627007), (2.3019963, 48.8628222)]"
1233265981,Pont de l'Alma,"[(2.3014946, 48.8641115), (2.3014967, 48.8640926)]"
1233265984,Pont de l'Alma,"[(2.3019963, 48.8628222), (2.3018844, 48.8640872)]"
1233265987,Pont de l'Alma,"[(2.3018794, 48.8641389), (2.3017779, 48.8642019)]"
1233265988,Pont de l'Alma,"[(2.3018844, 48.8640872), (2.3018827, 48.864108)]"
1233278495,Rue du Département,"[(2.3595553, 48.8868403), (2.3596535, 48.8868333)]"
1233994023,Rue de Sèvres,"[(2.3153669, 48.8464376), (2.3153096, 48.846446), (2.3143211, 48.8461457), (2.314292, 48.8461369)]"
1237994320,Passage Saint-Michel,"[(2.3259931, 48.8885156), (2.3259296, 48.8885278)]"
1238882300,Boulevard de Reuilly,"[(2.389456, 48.8389462), (2.3897972, 48.8389768), (2.3900156, 48.8389983)]"
1238882301,Boulevard de Bercy,"[(2.3891415, 48.8389117), (2.3891837, 48.8389143), (2.3893006, 48.8389177)]"
1238882302,Boulevard de Reuilly,"[(2.3893383, 48.8390479), (2.3893221, 48.8390458), (2.3892934, 48.839056), (2.3892567, 48.8390601), (2.3891684, 48.8390533)]"
1238882303,Boulevard de Bercy,"[(2.3891684, 48.8390533), (2.3890686, 48.8390284)]"
1238882305,Rue de Charenton,"[(2.3912033, 48.8373028), (2.3912335, 48.8371981)]"
1238882306,Rue de Charenton,"[(2.3916218, 48.8368916), (2.3915328, 48.8369553)]"
1238882307,Rue de Charenton,"[(2.392259, 48.8360632), (2.3922318, 48.8360992), (2.3922111, 48.836126)]"
1238882308,Rue de Charenton,"[(2.392808, 48.8353459), (2.3927875, 48.8353678), (2.3927289, 48.8354324), (2.3924299, 48.8358375), (2.3922698, 48.8360488), (2.392259, 48.8360632)]"
1238882309,Rue de Charenton,"[(2.3928918, 48.8352728), (2.3928498, 48.8353158), (2.392808, 48.8353459)]"
1238882310,Rue de Charenton,"[(2.3948824, 48.8336734), (2.394864, 48.8336855), (2.3943783, 48.8339996), (2.3941733, 48.8341246), (2.3937963, 48.8344711), (2.3933928, 48.8348273), (2.3929205, 48.8352433), (2.3928918, 48.8352728)]"
1238882311,Rue de Charenton,"[(2.3927152, 48.8352885), (2.3927522, 48.8352528), (2.3928019, 48.8352188)]"
1238882312,Rue de Charenton,"[(2.3928019, 48.8352188), (2.3928335, 48.8351973), (2.3930112, 48.8350489), (2.393034, 48.8349871), (2.3932258, 48.8348242), (2.3938213, 48.834314), (2.3940077, 48.8341485), (2.3941607, 48.8340435)]"
1238882313,Rue de Charenton,"[(2.3941607, 48.8340435), (2.3942344, 48.833993), (2.3942914, 48.8339566), (2.3943391, 48.8339262)]"
1238882314,Rue de Charenton,"[(2.3943391, 48.8339262), (2.3946574, 48.833723), (2.3947893, 48.8336366), (2.3948345, 48.833607), (2.3949004, 48.8335633), (2.3954487, 48.8332048), (2.3956138, 48.8330986), (2.3960743, 48.8328022), (2.3965254, 48.832514), (2.3971067, 48.8321427), (2.397119, 48.8321348), (2.39717, 48.8320967), (2.3972432, 48.832042), (2.3972938, 48.8319745), (2.3974841, 48.8318514), (2.3976349, 48.8318023)]"
1238882315,Rue de Charenton,"[(2.3949526, 48.8336277), (2.3949173, 48.8336504), (2.3948824, 48.8336734)]"
1238882316,Rue de Charenton,"[(2.3965673, 48.83259), (2.3957636, 48.8331065), (2.3949917, 48.8336026), (2.3949526, 48.8336277)]"
1238882317,Rue de Charenton,"[(2.3966344, 48.8325468), (2.3966036, 48.8325667), (2.3965673, 48.83259)]"
1238882318,Rue de Charenton,"[(2.3972572, 48.8321559), (2.3970077, 48.8323092), (2.3966982, 48.8325055), (2.3966344, 48.8325468)]"
1238882319,Rue de Charenton,"[(2.3976416, 48.8319568), (2.3974904, 48.8320536), (2.3974501, 48.8320797)]"
1239749126,Place du Maréchal de Lattre de Tassigny,"[(2.2740757, 48.8719647), (2.2740374, 48.8719088), (2.2740204, 48.8718784), (2.2740026, 48.8718418), (2.273981, 48.8717777), (2.2739694, 48.8717125), (2.273968, 48.8716484), (2.2739731, 48.8716065)]"
1239749158,Boulevard de l'Amiral Bruix,"[(2.2759897, 48.8728202), (2.276039, 48.8727951), (2.2761135, 48.8727573), (2.2761546, 48.8727364), (2.2762591, 48.8726832), (2.276297, 48.872664), (2.2763449, 48.8726404), (2.2763667, 48.8726297)]"
1240014186,Route de la Porte Dauphine à la Porte des Sablons,"[(2.2739051, 48.8721499), (2.2739011, 48.8720519), (2.2739778, 48.8719382), (2.2739844, 48.8719323), (2.2739982, 48.8719227), (2.2740154, 48.8719158), (2.2740374, 48.8719088)]"
1240014189,Route de Suresnes,"[(2.2723731, 48.8712914), (2.2724325, 48.8713205), (2.2726443, 48.8713607), (2.2731582, 48.8714518), (2.2732692, 48.8714759), (2.2734773, 48.8715177), (2.2736108, 48.8715405), (2.2739138, 48.8715992), (2.273944, 48.8716037), (2.2739731, 48.8716065)]"
1240715100,Place du Maréchal de Lattre de Tassigny,"[(2.2750776, 48.8709617), (2.2751655, 48.870933), (2.2752129, 48.8709175), (2.2752358, 48.87091)]"
1240741994,Place de Catalogne,"[(2.3181149, 48.837538), (2.3180195, 48.8375012)]"
1240741995,Place de Catalogne,"[(2.3184947, 48.8375503), (2.3183512, 48.8375684), (2.3182099, 48.8375605), (2.3181149, 48.837538)]"
1243601374,Boulevard Masséna,"[(2.3646752, 48.8202172), (2.3645977, 48.8201951), (2.3645219, 48.8201692)]"
1245548737,Quai d'Issy-les-Moulineaux,"[(2.266609, 48.8355688), (2.2665659, 48.8355249), (2.2665353, 48.8354962)]"
1245548738,Quai d'Issy-les-Moulineaux,"[(2.2675851, 48.8363765), (2.2675248, 48.8362865), (2.2674, 48.8361674), (2.2671657, 48.8360007), (2.2669964, 48.8359017), (2.2669467, 48.835868), (2.266609, 48.8355688)]"
1246878825,Avenue Lucien Descaves,"[(2.3322551, 48.8172314), (2.3321961, 48.8172077), (2.3321727, 48.8171865), (2.3321383, 48.8171072), (2.3321286, 48.8170848), (2.3321455, 48.8169799)]"
1249412234,Quai des Célestins,"[(2.3578978, 48.8534275), (2.357966, 48.8534096)]"
1249412235,Quai de l'Hôtel de Ville,"[(2.357833, 48.8534448), (2.3578978, 48.8534275)]"
1249412236,Quai de l'Hôtel de Ville,"[(2.3558463, 48.8541147), (2.3559453, 48.8540795), (2.3564963, 48.853885)]"
1249412237,Quai de l'Hôtel de Ville,"[(2.3557409, 48.8541539), (2.3557916, 48.854135), (2.3558463, 48.8541147)]"
1250744463,Boylevard Garibaldi,"[(2.31119, 48.8453524), (2.311146, 48.8453721), (2.3109863, 48.845397)]"
1251184340,Rue Saint-Martin,"[(2.3497925, 48.8580923), (2.3497648, 48.8580509), (2.3497415, 48.8580161), (2.3497196, 48.8579835)]"
1251223749,Boulevard de Belleville,"[(2.3771428, 48.872044), (2.3770556, 48.8721249)]"
1251223750,Boulevard de la Villette,"[(2.3770556, 48.8721249), (2.3770143, 48.8721639)]"
1251223751,Boulevard de Belleville,"[(2.3783841, 48.8709035), (2.378104, 48.8711309), (2.3778046, 48.8714189), (2.3777884, 48.8714403)]"
1251223752,Boulevard de Belleville,"[(2.3785417, 48.8707778), (2.3784936, 48.8708222), (2.3783841, 48.8709035)]"
1251223753,Boulevard de Ménilmontant,"[(2.3841715, 48.8655603), (2.3844898, 48.8652821)]"
1251223754,Boulevard de Ménilmontant,"[(2.3841084, 48.8656157), (2.3841403, 48.8655875), (2.3841715, 48.8655603)]"
1251223755,Boulevard de Ménilmontant,"[(2.385898, 48.864052), (2.3859569, 48.8640009), (2.3860233, 48.8639401)]"
1251223756,Boulevard de Ménilmontant,"[(2.3850782, 48.8647612), (2.385898, 48.864052)]"
1251223757,Boulevard de Ménilmontant,"[(2.3862603, 48.8641159), (2.3861952, 48.8641835), (2.3861211, 48.8642497)]"
1251223758,Boulevard de Ménilmontant,"[(2.3861211, 48.8642497), (2.3857446, 48.8645857), (2.3851526, 48.8651054)]"
1251223759,Boulevard de Ménilmontant,"[(2.3881238, 48.8610033), (2.3881449, 48.8609587), (2.3881588, 48.8609293)]"
1251223760,Boulevard de Ménilmontant,"[(2.3881588, 48.8609293), (2.3882778, 48.860678), (2.3883721, 48.8604819), (2.3886337, 48.8599378), (2.3886643, 48.8598777)]"
1251223761,Boulevard de Ménilmontant,"[(2.3886714, 48.8598638), (2.3886944, 48.8598185), (2.3887218, 48.8597581)]"
1251223762,Boulevard de Ménilmontant,"[(2.388729, 48.8597424), (2.3887669, 48.8596588), (2.3892753, 48.8585764), (2.389319, 48.8584846)]"
1251223763,Boulevard de Ménilmontant,"[(2.3892706, 48.8594963), (2.389239, 48.8595627), (2.3892205, 48.8596005)]"
1251223764,Boulevard de Ménilmontant,"[(2.3897072, 48.8585952), (2.3896657, 48.8586715), (2.3896439, 48.8587134), (2.3892706, 48.8594963)]"
1251223765,Boulevard de Charonne,"[(2.390216, 48.8583892), (2.3900737, 48.8584268), (2.3899766, 48.8584554)]"
1251223766,Boulevard de Charonne,"[(2.3899766, 48.8584554), (2.3899347, 48.8584677), (2.3898729, 48.8584882), (2.389816, 48.8585125), (2.3897793, 48.8585331), (2.3897505, 48.8585547), (2.3897279, 48.8585728), (2.3897072, 48.8585952)]"
1251223767,Boulevard de Charonne,"[(2.3945579, 48.8564609), (2.3944873, 48.8565607), (2.3944226, 48.8566542)]"
1251223768,Boulevard de Charonne,"[(2.3965046, 48.85399), (2.3963065, 48.8542481), (2.3962754, 48.8542502), (2.3962333, 48.8543029), (2.3961845, 48.8543806), (2.3961631, 48.8544323), (2.3961405, 48.8544615), (2.395456, 48.8553445), (2.3946814, 48.8563398), (2.3946422, 48.8563544), (2.3945579, 48.8564609)]"
1251223769,Boulevard de Charonne,"[(2.3971859, 48.8531126), (2.3966004, 48.8538667)]"
1251223770,Boulevard de Charonne,"[(2.3966004, 48.8538667), (2.3965511, 48.8539325), (2.3965046, 48.85399)]"
1251223771,Boulevard de Charonne,"[(2.3972543, 48.8530034), (2.3972271, 48.8530488), (2.3971973, 48.8530949)]"
1251223772,Boulevard de Charonne,"[(2.3984884, 48.8514467), (2.3979617, 48.8521229), (2.3974509, 48.852779), (2.397396, 48.8528189), (2.3972655, 48.8529848)]"
1251223773,Boulevard de Charonne,"[(2.3982359, 48.8511552), (2.3983558, 48.850872), (2.3984613, 48.850548), (2.398497, 48.8504352)]"
1251223774,Boulevard de Charonne,"[(2.3981423, 48.851373), (2.3981683, 48.8513171), (2.398205, 48.8512382), (2.3982359, 48.8511552)]"
1251223775,Boulevard de Charonne,"[(2.3985713, 48.8513509), (2.3984884, 48.8514467)]"
1251223776,Boulevard de Charonne,"[(2.3986669, 48.8512479), (2.3985713, 48.8513509)]"
1251223777,Boulevard de Charonne,"[(2.3989649, 48.8504487), (2.3988905, 48.8506777)]"
1251223778,Boulevard de Charonne,"[(2.3988905, 48.8506777), (2.3988703, 48.850743), (2.3988208, 48.8508824)]"
1251223779,Boulevard de Charonne,"[(2.398497, 48.8504352), (2.398512, 48.8503924), (2.3985532, 48.8502658), (2.3986042, 48.8501152)]"
1251223780,Boulevard de Charonne,"[(2.3986042, 48.8501152), (2.3986226, 48.8500605), (2.3989678, 48.8489989), (2.3989736, 48.8489808)]"
1251223781,Boulevard de Charonne,"[(2.3989893, 48.8502879), (2.3989769, 48.8503707), (2.3989649, 48.8504487)]"
1251223782,Boulevard de Charonne,"[(2.3991628, 48.8498551), (2.3990672, 48.8501415), (2.3990314, 48.8501686), (2.3989893, 48.8502879)]"
1251223783,Boulevard de Charonne,"[(2.3991743, 48.8497446), (2.3991692, 48.8498046), (2.3991628, 48.8498551)]"
1251223784,Boulevard de Charonne,"[(2.3994942, 48.8488815), (2.3994746, 48.8489464), (2.3992695, 48.8495451), (2.3992393, 48.8495571), (2.3991743, 48.8497446)]"
1251223785,Boulevard de Ménilmontant,"[(2.3845918, 48.8651925), (2.3847255, 48.8650744), (2.3849201, 48.8648968)]"
1251223786,Boulevard de Ménilmontant,"[(2.3844898, 48.8652821), (2.3845413, 48.8652371), (2.3845918, 48.8651925)]"
1251223787,Boulevard de Ménilmontant,"[(2.3849201, 48.8648968), (2.3849996, 48.8648292), (2.3850782, 48.8647612)]"
1251223788,Boulevard de Ménilmontant,"[(2.3860233, 48.8639401), (2.3868502, 48.8632185), (2.3868928, 48.863209), (2.38694, 48.8631716), (2.3869688, 48.8631488), (2.3870068, 48.8631121), (2.3870373, 48.8630803)]"
1251223789,Boulevard de Ménilmontant,"[(2.3851526, 48.8651054), (2.385086, 48.8651639), (2.3850153, 48.865227)]"
1251223790,Boulevard de Ménilmontant,"[(2.3850153, 48.865227), (2.384982, 48.8652568), (2.3849037, 48.8653255), (2.3845495, 48.8656361), (2.384131, 48.8659989)]"
1251223791,Boulevard de Ménilmontant,"[(2.384131, 48.8659989), (2.3840619, 48.8660588), (2.3840075, 48.8661084)]"
1251223792,Boulevard de Ménilmontant,"[(2.3840075, 48.8661084), (2.3838243, 48.8662697), (2.3837871, 48.8663054), (2.3837574, 48.8663465), (2.3837413, 48.8663729), (2.3835186, 48.8668155), (2.3834887, 48.8668288), (2.383417, 48.866975), (2.3833537, 48.8670053)]"
1251223795,Boulevard de Charonne,"[(2.3898576, 48.858244), (2.3898915, 48.8582339), (2.3900425, 48.8581854)]"
1251223797,Rue Jean Zay,"[(2.3225917, 48.8376526), (2.3226745, 48.8376531), (2.3228821, 48.8376453)]"
1251223798,Rue Vercingétorix,"[(2.3113972, 48.8326898), (2.3114835, 48.83276)]"
1251223799,Rue Vercingétorix,"[(2.3114835, 48.83276), (2.311553, 48.8328224), (2.3115714, 48.8328388)]"
1251230680,Boulevard de la Villette,"[(2.3722618, 48.8763922), (2.3721851, 48.8764607), (2.3721051, 48.87653)]"
1251230681,Boulevard de la Villette,"[(2.3735526, 48.875268), (2.3735063, 48.8753049), (2.3722618, 48.8763922)]"
1251230682,Boulevard de la Villette,"[(2.3720449, 48.8761826), (2.3720817, 48.8761519), (2.3721088, 48.8761285)]"
1251230683,Boulevard de la Villette,"[(2.3721088, 48.8761285), (2.3725567, 48.8757275), (2.3730667, 48.8752929), (2.3730946, 48.8752691)]"
1251230684,Boulevard de la Villette,"[(2.3737031, 48.8751374), (2.3736351, 48.8751961), (2.3735526, 48.875268)]"
1251230685,Boulevard de la Villette,"[(2.3750667, 48.8739578), (2.3745874, 48.8743698), (2.3745054, 48.8744365), (2.3744799, 48.8744591), (2.3744535, 48.8744831), (2.3738466, 48.8750136), (2.3737031, 48.8751374)]"
1251230686,Boulevard de la Villette,"[(2.3731575, 48.8752144), (2.3731794, 48.8751954), (2.3735554, 48.8748691), (2.3740761, 48.8744167)]"
1251230687,Boulevard de la Villette,"[(2.3730946, 48.8752691), (2.3731232, 48.8752435), (2.3731575, 48.8752144)]"
1251230688,Boulevard de la Villette,"[(2.3740761, 48.8744167), (2.3740889, 48.8744056), (2.3741585, 48.8743461), (2.3741867, 48.8743215)]"
1251230689,Boulevard de la Villette,"[(2.3741867, 48.8743215), (2.3741901, 48.8743185), (2.374218, 48.8742941), (2.3748667, 48.873726), (2.3749764, 48.8736278)]"
1251230690,Boulevard de la Villette,"[(2.375267, 48.8737414), (2.3751926, 48.8738374), (2.3751196, 48.8739169), (2.3750667, 48.8739578)]"
1251230691,Boulevard de la Villette,"[(2.3769939, 48.8721832), (2.3769669, 48.8722101), (2.3769709, 48.872233), (2.3763347, 48.872811), (2.3761117, 48.8730114), (2.3754691, 48.8735879), (2.3753586, 48.8736867), (2.3753251, 48.8736918), (2.375267, 48.8737414)]"
1251230692,Boulevard de la Villette,"[(2.3749764, 48.8736278), (2.3750102, 48.8735974), (2.3750682, 48.8735463)]"
1251230693,Boulevard de la Villette,"[(2.3750682, 48.8735463), (2.3751016, 48.8735162), (2.3760674, 48.8726456), (2.3761424, 48.872578)]"
1251230694,Boulevard de la Villette,"[(2.3761424, 48.872578), (2.376173, 48.8725505), (2.376211, 48.8725163)]"
1251230695,Boulevard de la Villette,"[(2.376211, 48.8725163), (2.3765002, 48.8722608), (2.3765282, 48.8722573), (2.3766776, 48.8721219), (2.3767272, 48.8721086)]"
1251520344,Rue de Vaugirard,"[(2.3153316, 48.843789), (2.3153667, 48.8437996), (2.3172801, 48.8443847)]"
1252908937,Boulevard Voltaire,"[(2.3723071, 48.8625353), (2.3721765, 48.8626121), (2.3717359, 48.8628713)]"
1252908938,Boulevard Voltaire,"[(2.3717359, 48.8628713), (2.3716518, 48.8629225), (2.3715269, 48.8629989), (2.3713778, 48.8630919), (2.3711115, 48.863251), (2.3710572, 48.863281)]"
1252908939,Boulevard Voltaire,"[(2.3714134, 48.862911), (2.3716025, 48.8627985), (2.3717724, 48.8626975), (2.3719378, 48.8625991)]"
1252908940,Boulevard Voltaire,"[(2.3724166, 48.8623146), (2.3725473, 48.862237), (2.3726314, 48.8621872), (2.3727508, 48.8621163), (2.3728584, 48.8620519)]"
1252908941,Boulevard Richard-Lenoir,"[(2.3727063, 48.8618844), (2.3726871, 48.8619081), (2.372658, 48.861944), (2.3726278, 48.8620364), (2.3726216, 48.8620553), (2.3725899, 48.8621328)]"
1253222846,Boulevard Voltaire,"[(2.3799948, 48.8579624), (2.3799787, 48.8579674), (2.3799634, 48.8579748), (2.3795165, 48.8582365), (2.3787598, 48.8586898)]"
1253222847,Boulevard Voltaire,"[(2.3787598, 48.8586898), (2.3786557, 48.8587522), (2.3785722, 48.8588008), (2.3785258, 48.8588285)]"
1253222848,Boulevard Voltaire,"[(2.3786261, 48.8586114), (2.3792698, 48.8582414), (2.3793723, 48.8581748), (2.3798809, 48.8578691), (2.3799151, 48.8578471)]"
1253222849,Boulevard Voltaire,"[(2.3784074, 48.8587407), (2.3785094, 48.8586794), (2.3786261, 48.8586114)]"
1253222850,Boulevard Voltaire,"[(2.3785258, 48.8588285), (2.3770759, 48.8596938)]"
1253222851,Boulevard Voltaire,"[(2.3770759, 48.8596938), (2.3769351, 48.8597779), (2.3767984, 48.8598595)]"
1253222852,Boulevard Voltaire,"[(2.3769355, 48.859625), (2.3773606, 48.8593696), (2.3784074, 48.8587407)]"
1253222853,Boulevard Voltaire,"[(2.376653, 48.8597926), (2.3767685, 48.8597254), (2.3769355, 48.859625)]"
1253222854,Boulevard Voltaire,"[(2.3701306, 48.8636752), (2.3710302, 48.8631399), (2.3712172, 48.8630273), (2.3714134, 48.862911)]"
1253222855,Boulevard Voltaire,"[(2.3699308, 48.8637947), (2.3700404, 48.863729), (2.3701306, 48.8636752)]"
1253243338,Rue du Faubourg Saint-Antoine,"[(2.3758377, 48.8513173), (2.3759557, 48.8512861), (2.376022, 48.8512553), (2.3760565, 48.8512464), (2.3760904, 48.8512378), (2.3761161, 48.8512311), (2.3761746, 48.8512205), (2.3762012, 48.8512157), (2.376282, 48.85121)]"
1253243339,Boulevard Richard-Lenoir,"[(2.3708603, 48.8564753), (2.3711663, 48.8571466), (2.3714948, 48.8578669)]"
1253243340,Boulevard Richard-Lenoir,"[(2.3714948, 48.8578669), (2.3715552, 48.8580027), (2.3715612, 48.8580166), (2.3715763, 48.8580498), (2.3716458, 48.8582029)]"
1253280683,Boulevard de Magenta,"[(2.3626488, 48.8691019), (2.3626127, 48.8691395), (2.361934, 48.8698992), (2.3613733, 48.8705269), (2.3612885, 48.8706239)]"
1253280684,Boulevard de Magenta,"[(2.3612885, 48.8706239), (2.3612685, 48.8706468), (2.3612216, 48.8706957)]"
1253280685,Boulevard de Magenta,"[(2.3612041, 48.8703699), (2.3612305, 48.87034), (2.3617068, 48.8698111), (2.3622117, 48.8692471), (2.3624218, 48.8690125), (2.3624892, 48.8689407), (2.3624935, 48.8689361)]"
1253280686,Boulevard de Magenta,"[(2.3611109, 48.8704752), (2.361144, 48.870438), (2.3612041, 48.8703699)]"
1253280687,Boulevard de Magenta,"[(2.3612216, 48.8706957), (2.3611954, 48.8707231), (2.3608174, 48.8711449), (2.3606969, 48.8712835)]"
1253280688,Boulevard de Magenta,"[(2.3606969, 48.8712835), (2.3606706, 48.8713137)]"
1253280689,Boulevard de Magenta,"[(2.3606706, 48.8713137), (2.3604886, 48.8715169), (2.3604326, 48.8715786)]"
1253280690,Boulevard de Magenta,"[(2.3604326, 48.8715786), (2.3604118, 48.8716015), (2.3603567, 48.8716644)]"
1253280691,Boulevard de Magenta,"[(2.3603289, 48.8713544), (2.3603473, 48.8713337), (2.3605912, 48.8710601), (2.3607391, 48.8708801), (2.3610383, 48.8705568), (2.3611109, 48.8704752)]"
1253280692,Boulevard de Magenta,"[(2.3602599, 48.871431), (2.3602769, 48.8714128), (2.3603289, 48.8713544)]"
1253280693,Boulevard de Magenta,"[(2.3597488, 48.8720009), (2.3599246, 48.8717911), (2.3601813, 48.8715113), (2.3602599, 48.871431)]"
1253280694,Boulevard de Magenta,"[(2.3597072, 48.8720457), (2.3597298, 48.8720221), (2.3597488, 48.8720009)]"
1253638831,Avenue de la République,"[(2.3655855, 48.8669672), (2.3656705, 48.8669095), (2.3666265, 48.8667157), (2.3667708, 48.866688), (2.3671796, 48.8666111)]"
1253638832,Avenue de la République,"[(2.3671796, 48.8666111), (2.3673166, 48.8665826), (2.3674433, 48.8665581)]"
1253638833,Avenue de la République,"[(2.3679095, 48.866468), (2.3680119, 48.8664481), (2.3682037, 48.8664087), (2.3683616, 48.8663785)]"
1253638834,Avenue de la République,"[(2.3685277, 48.8663503), (2.3689275, 48.8662782), (2.3690082, 48.8662634), (2.3691264, 48.8662423)]"
1253638835,Avenue de la République,"[(2.3685599, 48.8664343), (2.3682102, 48.8665108), (2.3680756, 48.8665361), (2.3673553, 48.8666716), (2.3672084, 48.8666992), (2.3669023, 48.8667567)]"
